country,year,sex,age,suicides_no,population
Luxembourg,1988,female,35-54 years,5.0,49400.0
Luxembourg,1988,female,5-14 years,0.0,20400.0
Luxembourg,1988,female,55-74 years,8.0,39000.0
Luxembourg,1988,female,75+ years,1.0,14900.0
Luxembourg,1988,male,15-24 years,3.0,27000.0
Luxembourg,1988,male,25-34 years,15.0,31700.0
Luxembourg,1988,male,35-54 years,18.0,51900.0
Luxembourg,1988,male,5-14 years,0.0,21500.0
Luxembourg,1988,male,55-74 years,14.0,31700.0
Luxembourg,1988,male,75+ years,2.0,7300.0
Luxembourg,1989,female,15-24 years,1.0,25200.0
Luxembourg,1989,female,25-34 years,3.0,31900.0
Luxembourg,1989,female,35-54 years,7.0,50200.0
Luxembourg,1989,female,5-14 years,1.0,20700.0
Luxembourg,1989,female,55-74 years,4.0,39100.0
Luxembourg,1989,female,75+ years,3.0,15300.0
Luxembourg,1989,male,15-24 years,6.0,26300.0
Luxembourg,1989,male,25-34 years,9.0,32500.0
Luxembourg,1989,male,35-54 years,20.0,52900.0
Luxembourg,1989,male,5-14 years,1.0,21700.0
Luxembourg,1989,male,55-74 years,13.0,32000.0
Luxembourg,1989,male,75+ years,5.0,7600.0
Luxembourg,1990,female,15-24 years,0.0,24700.0
Luxembourg,1990,female,25-34 years,2.0,32300.0
Luxembourg,1990,female,35-54 years,10.0,51100.0
Luxembourg,1990,female,5-14 years,0.0,21000.0
Luxembourg,1990,female,55-74 years,5.0,39200.0
Luxembourg,1990,female,75+ years,4.0,15500.0
Luxembourg,1990,male,15-24 years,6.0,25900.0
Luxembourg,1990,male,25-34 years,9.0,33200.0
Luxembourg,1990,male,35-54 years,16.0,53800.0
Luxembourg,1990,male,5-14 years,0.0,22000.0
Luxembourg,1990,male,55-74 years,12.0,32400.0
Luxembourg,1990,male,75+ years,4.0,7700.0
Luxembourg,1991,female,15-24 years,0.0,24300.0
Luxembourg,1991,female,25-34 years,1.0,32600.0
Luxembourg,1991,female,35-54 years,12.0,52100.0
Luxembourg,1991,female,5-14 years,0.0,21200.0
Luxembourg,1991,female,55-74 years,9.0,39500.0
Luxembourg,1991,female,75+ years,1.0,15600.0
Luxembourg,1991,male,15-24 years,4.0,25600.0
Luxembourg,1991,male,25-34 years,9.0,34000.0
Luxembourg,1991,male,35-54 years,17.0,55000.0
Luxembourg,1991,male,5-14 years,0.0,22400.0
Luxembourg,1991,male,55-74 years,16.0,32900.0
Luxembourg,1991,male,75+ years,8.0,7700.0
Luxembourg,1992,female,15-24 years,2.0,23800.0
Luxembourg,1992,female,25-34 years,4.0,33100.0
Luxembourg,1992,female,35-54 years,10.0,53200.0
Luxembourg,1992,female,5-14 years,0.0,21800.0
Luxembourg,1992,female,55-74 years,10.0,40100.0
Luxembourg,1992,female,75+ years,4.0,15500.0
Luxembourg,1992,male,15-24 years,2.0,25200.0
Luxembourg,1992,male,25-34 years,5.0,34600.0
Luxembourg,1992,male,35-54 years,9.0,56100.0
Luxembourg,1992,male,5-14 years,0.0,22900.0
Luxembourg,1992,male,55-74 years,7.0,33400.0
Luxembourg,1992,male,75+ years,6.0,7600.0
Luxembourg,1993,female,15-24 years,0.0,23700.0
Luxembourg,1993,female,25-34 years,2.0,33500.0
Luxembourg,1993,female,35-54 years,5.0,54200.0
Luxembourg,1993,female,5-14 years,0.0,22300.0
Luxembourg,1993,female,55-74 years,8.0,40800.0
Luxembourg,1993,female,75+ years,1.0,15300.0
Luxembourg,1993,male,15-24 years,10.0,24900.0
Luxembourg,1993,male,25-34 years,6.0,34900.0
Luxembourg,1993,male,35-54 years,22.0,57300.0
Luxembourg,1993,male,5-14 years,0.0,23400.0
Luxembourg,1993,male,55-74 years,6.0,34200.0
Luxembourg,1993,male,75+ years,4.0,7500.0
Luxembourg,1994,female,15-24 years,1.0,23700.0
Luxembourg,1994,female,25-34 years,2.0,33900.0
Luxembourg,1994,female,35-54 years,4.0,55400.0
Luxembourg,1994,female,5-14 years,0.0,22900.0
Luxembourg,1994,female,55-74 years,5.0,41300.0
Luxembourg,1994,female,75+ years,1.0,15300.0
Luxembourg,1994,male,15-24 years,7.0,24700.0
Luxembourg,1994,male,25-34 years,9.0,35000.0
Luxembourg,1994,male,35-54 years,22.0,58400.0
Luxembourg,1994,male,5-14 years,0.0,23900.0
Luxembourg,1994,male,55-74 years,15.0,35000.0
Luxembourg,1994,male,75+ years,8.0,7500.0
Luxembourg,1995,female,15-24 years,1.0,23700.0
Luxembourg,1995,female,25-34 years,3.0,34100.0
Luxembourg,1995,female,35-54 years,8.0,56600.0
Luxembourg,1995,female,5-14 years,0.0,23400.0
Luxembourg,1995,female,55-74 years,3.0,41700.0
Luxembourg,1995,female,75+ years,3.0,15700.0
Luxembourg,1995,male,15-24 years,5.0,24500.0
Luxembourg,1995,male,25-34 years,8.0,35300.0
Luxembourg,1995,male,35-54 years,17.0,59600.0
Luxembourg,1995,male,5-14 years,0.0,24600.0
Luxembourg,1995,male,55-74 years,11.0,35500.0
Luxembourg,1995,male,75+ years,4.0,7400.0
Luxembourg,1996,female,15-24 years,2.0,23800.0
Luxembourg,1996,female,25-34 years,2.0,34300.0
Luxembourg,1996,female,35-54 years,10.0,58100.0
Luxembourg,1996,female,5-14 years,0.0,23900.0
Luxembourg,1996,female,55-74 years,3.0,41800.0
Luxembourg,1996,female,75+ years,2.0,16200.0
Luxembourg,1996,male,15-24 years,3.0,24400.0
Luxembourg,1996,male,25-34 years,5.0,35400.0
Luxembourg,1996,male,35-54 years,22.0,61000.0
Luxembourg,1996,male,5-14 years,0.0,25200.0
Luxembourg,1996,male,55-74 years,18.0,36000.0
Luxembourg,1996,male,75+ years,5.0,7600.0
Luxembourg,1997,female,15-24 years,1.0,23600.0
Luxembourg,1997,female,25-34 years,6.0,34400.0
Luxembourg,1997,female,35-54 years,5.0,59500.0
Luxembourg,1997,female,5-14 years,0.0,24500.0
Luxembourg,1997,female,55-74 years,8.0,42000.0
Luxembourg,1997,female,75+ years,1.0,16500.0
Luxembourg,1997,male,15-24 years,7.0,24400.0
Luxembourg,1997,male,25-34 years,7.0,35500.0
Luxembourg,1997,male,35-54 years,23.0,62500.0
Luxembourg,1997,male,5-14 years,0.0,25600.0
Luxembourg,1997,male,55-74 years,13.0,36500.0
Luxembourg,1997,male,75+ years,10.0,7600.0
Luxembourg,1998,female,15-24 years,1.0,23701.0
Luxembourg,1998,female,25-34 years,2.0,34112.0
Luxembourg,1998,female,35-54 years,5.0,61065.0
Luxembourg,1998,female,5-14 years,1.0,25057.0
Luxembourg,1998,female,55-74 years,4.0,42149.0
Luxembourg,1998,female,75+ years,3.0,16885.0
Luxembourg,1998,male,15-24 years,4.0,24415.0
Luxembourg,1998,male,25-34 years,7.0,35156.0
Luxembourg,1998,male,35-54 years,22.0,63893.0
Luxembourg,1998,male,5-14 years,0.0,26430.0
Luxembourg,1998,male,55-74 years,11.0,37286.0
Luxembourg,1998,male,75+ years,4.0,7766.0
Luxembourg,1999,female,15-24 years,0.0,23941.0
Luxembourg,1999,female,25-34 years,2.0,33805.0
Luxembourg,1999,female,35-54 years,9.0,62509.0
Luxembourg,1999,female,5-14 years,1.0,25830.0
Luxembourg,1999,female,55-74 years,6.0,42307.0
Luxembourg,1999,female,75+ years,3.0,17336.0
Luxembourg,1999,male,15-24 years,5.0,24781.0
Luxembourg,1999,male,25-34 years,9.0,34774.0
Luxembourg,1999,male,35-54 years,20.0,65502.0
Luxembourg,1999,male,5-14 years,0.0,27234.0
Luxembourg,1999,male,55-74 years,11.0,37992.0
Luxembourg,1999,male,75+ years,4.0,7879.0
Luxembourg,2000,female,15-24 years,1.0,24072.0
Luxembourg,2000,female,25-34 years,1.0,33595.0
Luxembourg,2000,female,35-54 years,3.0,64046.0
Luxembourg,2000,female,5-14 years,0.0,26627.0
Luxembourg,2000,female,55-74 years,8.0,42411.0
Luxembourg,2000,female,75+ years,2.0,18093.0
Luxembourg,2000,male,15-24 years,3.0,25108.0
Luxembourg,2000,male,25-34 years,7.0,34441.0
Luxembourg,2000,male,35-54 years,15.0,67181.0
Luxembourg,2000,male,5-14 years,0.0,27992.0
Luxembourg,2000,male,55-74 years,15.0,38593.0
Luxembourg,2000,male,75+ years,7.0,8005.0
Luxembourg,2001,female,15-24 years,1.0,24980.0
Luxembourg,2001,female,25-34 years,7.0,34217.0
Luxembourg,2001,female,35-54 years,0.0,65725.0
Luxembourg,2001,female,5-14 years,0.0,27034.0
Luxembourg,2001,female,55-74 years,10.0,41330.0
Luxembourg,2001,female,75+ years,5.0,17274.0
Luxembourg,2001,male,15-24 years,3.0,25762.0
Luxembourg,2001,male,25-34 years,8.0,34180.0
Luxembourg,2001,male,35-54 years,19.0,68558.0
Luxembourg,2001,male,5-14 years,0.0,28343.0
Luxembourg,2001,male,55-74 years,15.0,38220.0
Luxembourg,2001,male,75+ years,5.0,8307.0
Luxembourg,2002,female,15-24 years,1.0,25089.0
Luxembourg,2002,female,25-34 years,0.0,33876.0
Luxembourg,2002,female,35-54 years,10.0,67029.0
Luxembourg,2002,female,5-14 years,0.0,27411.0
Luxembourg,2002,female,55-74 years,8.0,41566.0
Luxembourg,2002,female,75+ years,3.0,17636.0
Luxembourg,2002,male,15-24 years,6.0,25897.0
Luxembourg,2002,male,25-34 years,8.0,33839.0
Luxembourg,2002,male,35-54 years,16.0,69685.0
Luxembourg,2002,male,5-14 years,0.0,28719.0
Luxembourg,2002,male,55-74 years,27.0,38724.0
Luxembourg,2002,male,75+ years,6.0,8635.0
Luxembourg,2003,female,15-24 years,1.0,25512.0
Luxembourg,2003,female,25-34 years,1.0,33475.0
Luxembourg,2003,female,35-54 years,4.0,68468.0
Luxembourg,2003,female,5-14 years,0.0,27721.0
Luxembourg,2003,female,55-74 years,2.0,41982.0
Luxembourg,2003,female,75+ years,0.0,18062.0
Luxembourg,2003,male,15-24 years,6.0,26415.0
Luxembourg,2003,male,25-34 years,5.0,33450.0
Luxembourg,2003,male,35-54 years,14.0,70996.0
Luxembourg,2003,male,5-14 years,1.0,29105.0
Luxembourg,2003,male,55-74 years,8.0,39335.0
Luxembourg,2003,male,75+ years,6.0,9133.0
Luxembourg,2004,female,15-24 years,0.0,26128.0
Luxembourg,2004,female,25-34 years,0.0,33179.0
Luxembourg,2004,female,35-54 years,8.0,69884.0
Luxembourg,2004,female,5-14 years,0.0,28020.0
Luxembourg,2004,female,55-74 years,6.0,42429.0
Luxembourg,2004,female,75+ years,3.0,18524.0
Luxembourg,2004,male,15-24 years,4.0,27235.0
Luxembourg,2004,male,25-34 years,9.0,33259.0
Luxembourg,2004,male,35-54 years,19.0,72279.0
Luxembourg,2004,male,5-14 years,0.0,29500.0
Luxembourg,2004,male,55-74 years,7.0,40050.0
Luxembourg,2004,male,75+ years,6.0,9641.0
Luxembourg,2005,female,15-24 years,0.0,26691.0
Luxembourg,2005,female,25-34 years,1.0,33120.0
Luxembourg,2005,female,35-54 years,6.0,71364.0
Luxembourg,2005,female,5-14 years,0.0,28450.0
Luxembourg,2005,female,55-74 years,2.0,42875.0
Luxembourg,2005,female,75+ years,1.0,19135.0
Luxembourg,2005,male,15-24 years,6.0,27957.0
Luxembourg,2005,male,25-34 years,3.0,33273.0
Luxembourg,2005,male,35-54 years,16.0,73579.0
Luxembourg,2005,male,5-14 years,0.0,29893.0
Luxembourg,2005,male,55-74 years,7.0,40759.0
Luxembourg,2005,male,75+ years,7.0,10242.0
Luxembourg,2006,female,15-24 years,0.0,27217.0
Luxembourg,2006,female,25-34 years,1.0,33421.0
Luxembourg,2006,female,35-54 years,12.0,72885.0
Luxembourg,2006,female,5-14 years,0.0,28857.0
Luxembourg,2006,female,55-74 years,4.0,43289.0
Luxembourg,2006,female,75+ years,1.0,19651.0
Luxembourg,2006,male,15-24 years,4.0,28509.0
Luxembourg,2006,male,25-34 years,3.0,33484.0
Luxembourg,2006,male,35-54 years,22.0,75006.0
Luxembourg,2006,male,5-14 years,0.0,30210.0
Luxembourg,2006,male,55-74 years,10.0,41414.0
Luxembourg,2006,male,75+ years,8.0,10878.0
Luxembourg,2007,female,15-24 years,2.0,27674.0
Luxembourg,2007,female,25-34 years,2.0,33942.0
Luxembourg,2007,female,35-54 years,9.0,74214.0
Luxembourg,2007,female,5-14 years,0.0,29088.0
Luxembourg,2007,female,55-74 years,10.0,43834.0
Luxembourg,2007,female,75+ years,2.0,20040.0
Luxembourg,2007,male,15-24 years,2.0,28964.0
Luxembourg,2007,male,25-34 years,9.0,33901.0
Luxembourg,2007,male,35-54 years,25.0,76346.0
Luxembourg,2007,male,5-14 years,0.0,30469.0
Luxembourg,2007,male,55-74 years,14.0,42200.0
Luxembourg,2007,male,75+ years,3.0,11340.0
Luxembourg,2008,female,15-24 years,0.0,28190.0
Luxembourg,2008,female,25-34 years,1.0,34796.0
Luxembourg,2008,female,35-54 years,3.0,75463.0
Luxembourg,2008,female,5-14 years,0.0,29210.0
Luxembourg,2008,female,55-74 years,3.0,44697.0
Luxembourg,2008,female,75+ years,1.0,20350.0
Luxembourg,2008,male,15-24 years,0.0,29576.0
Luxembourg,2008,male,25-34 years,4.0,34724.0
Luxembourg,2008,male,35-54 years,20.0,77730.0
Luxembourg,2008,male,5-14 years,0.0,30711.0
Luxembourg,2008,male,55-74 years,6.0,43218.0
Luxembourg,2008,male,75+ years,5.0,11706.0
Luxembourg,2009,female,15-24 years,0.0,28821.0
Luxembourg,2009,female,25-34 years,1.0,35557.0
Luxembourg,2009,female,35-54 years,7.0,76687.0
Luxembourg,2009,female,5-14 years,0.0,29292.0
Luxembourg,2009,female,55-74 years,3.0,45716.0
Luxembourg,2009,female,75+ years,1.0,20687.0
Luxembourg,2009,male,15-24 years,1.0,30148.0
Luxembourg,2009,male,25-34 years,6.0,35713.0
Luxembourg,2009,male,35-54 years,16.0,79077.0
Luxembourg,2009,male,5-14 years,0.0,30979.0
Luxembourg,2009,male,55-74 years,10.0,44418.0
Luxembourg,2009,male,75+ years,3.0,12114.0
Luxembourg,2010,female,15-24 years,0.0,29539.0
Luxembourg,2010,female,25-34 years,2.0,36069.0
Luxembourg,2010,female,35-54 years,5.0,77946.0
Luxembourg,2010,female,5-14 years,0.0,29384.0
Luxembourg,2010,female,55-74 years,3.0,46835.0
Luxembourg,2010,female,75+ years,1.0,21038.0
Luxembourg,2010,male,15-24 years,3.0,30768.0
Luxembourg,2010,male,25-34 years,3.0,36519.0
Luxembourg,2010,male,35-54 years,24.0,80477.0
Luxembourg,2010,male,5-14 years,1.0,31209.0
Luxembourg,2010,male,55-74 years,5.0,45726.0
Luxembourg,2010,male,75+ years,7.0,12469.0
Luxembourg,2011,female,15-24 years,3.0,30482.0
Luxembourg,2011,female,25-34 years,1.0,37231.0
Luxembourg,2011,female,35-54 years,6.0,79200.0
Luxembourg,2011,female,5-14 years,0.0,29358.0
Luxembourg,2011,female,55-74 years,3.0,48023.0
Luxembourg,2011,female,75+ years,5.0,21428.0
Luxembourg,2011,male,15-24 years,2.0,31906.0
Luxembourg,2011,male,25-34 years,4.0,37499.0
Luxembourg,2011,male,35-54 years,20.0,82530.0
Luxembourg,2011,male,5-14 years,0.0,31212.0
Luxembourg,2011,male,55-74 years,7.0,47058.0
Luxembourg,2011,male,75+ years,4.0,12991.0
Luxembourg,2012,female,15-24 years,1.0,31459.0
Luxembourg,2012,female,25-34 years,1.0,38629.0
Luxembourg,2012,female,35-54 years,5.0,80598.0
Luxembourg,2012,female,5-14 years,0.0,29466.0
Luxembourg,2012,female,55-74 years,3.0,49311.0
Luxembourg,2012,female,75+ years,2.0,21770.0
Luxembourg,2012,male,15-24 years,5.0,33062.0
Luxembourg,2012,male,25-34 years,4.0,38866.0
Luxembourg,2012,male,35-54 years,13.0,84570.0
Luxembourg,2012,male,5-14 years,0.0,31226.0
Luxembourg,2012,male,55-74 years,10.0,48506.0
Luxembourg,2012,male,75+ years,7.0,13581.0
Luxembourg,2013,female,15-24 years,0.0,32027.0
Luxembourg,2013,female,25-34 years,2.0,39688.0
Luxembourg,2013,female,35-54 years,4.0,82301.0
Luxembourg,2013,female,5-14 years,0.0,29800.0
Luxembourg,2013,female,55-74 years,8.0,50752.0
Luxembourg,2013,female,75+ years,2.0,22111.0
Luxembourg,2013,male,15-24 years,2.0,33718.0
Luxembourg,2013,male,25-34 years,0.0,40174.0
Luxembourg,2013,male,35-54 years,10.0,86356.0
Luxembourg,2013,male,5-14 years,0.0,31425.0
Luxembourg,2013,male,55-74 years,9.0,50291.0
Luxembourg,2013,male,75+ years,3.0,14046.0
Luxembourg,2014,female,15-24 years,2.0,32510.0
Luxembourg,2014,female,25-34 years,2.0,40862.0
Luxembourg,2014,female,35-54 years,3.0,84147.0
Luxembourg,2014,female,5-14 years,0.0,30054.0
Luxembourg,2014,female,55-74 years,5.0,52260.0
Luxembourg,2014,female,75+ years,3.0,22669.0
Luxembourg,2014,male,15-24 years,2.0,34219.0
Luxembourg,2014,male,25-34 years,7.0,41442.0
Luxembourg,2014,male,35-54 years,20.0,88218.0
Luxembourg,2014,male,5-14 years,1.0,31718.0
Luxembourg,2014,male,55-74 years,18.0,52295.0
Luxembourg,2014,male,75+ years,4.0,14546.0
Luxembourg,2015,female,15-24 years,1.0,33170.0
Luxembourg,2015,female,25-34 years,0.0,42000.0
Luxembourg,2015,female,35-54 years,6.0,85928.0
Luxembourg,2015,female,5-14 years,1.0,30367.0
Luxembourg,2015,female,55-74 years,9.0,53878.0
Luxembourg,2015,female,75+ years,2.0,23189.0
Luxembourg,2015,male,15-24 years,4.0,34757.0
Luxembourg,2015,male,25-34 years,4.0,42930.0
Luxembourg,2015,male,35-54 years,17.0,90095.0
Luxembourg,2015,male,5-14 years,0.0,32098.0
Luxembourg,2015,male,55-74 years,16.0,54325.0
Luxembourg,2015,male,75+ years,4.0,15011.0
China,1994,female,15-24 years,0.0,28458.0
China,1994,female,25-34 years,2.0,43286.0
China,1994,female,35-54 years,4.0,48296.0
China,1994,female,5-14 years,0.0,32221.0
China,1994,female,55-74 years,3.0,20340.0
China,1994,female,75+ years,3.0,6106.0
China,1994,male,15-24 years,2.0,23147.0
China,1994,male,25-34 years,3.0,34319.0
China,1994,male,35-54 years,6.0,55677.0
China,1994,male,5-14 years,0.0,33801.0
China,1994,male,55-74 years,2.0,17269.0
China,1994,male,75+ years,2.0,3622.0
Maldives,2000,female,15-24 years,0.0,30505.0
Maldives,2000,female,25-34 years,0.0,20187.0
Maldives,2000,female,35-54 years,0.0,21530.0
Maldives,2000,female,5-14 years,0.0,39553.0
Maldives,2000,female,55-74 years,0.0,9708.0
Maldives,2000,female,75+ years,0.0,875.0
Maldives,2000,male,15-24 years,0.0,30141.0
Maldives,2000,male,25-34 years,0.0,18613.0
Maldives,2000,male,35-54 years,0.0,21191.0
Maldives,2000,male,5-14 years,0.0,41677.0
Maldives,2000,male,55-74 years,0.0,11950.0
Maldives,2000,male,75+ years,0.0,1457.0
Maldives,2001,female,15-24 years,0.0,32184.0
Maldives,2001,female,25-34 years,0.0,20790.0
Maldives,2001,female,35-54 years,0.0,22699.0
Maldives,2001,female,5-14 years,0.0,38833.0
Maldives,2001,female,55-74 years,0.0,9895.0
Maldives,2001,female,75+ years,1.0,976.0
Maldives,2001,male,15-24 years,1.0,33293.0
Maldives,2001,male,25-34 years,1.0,19879.0
Maldives,2001,male,35-54 years,0.0,22506.0
Maldives,2001,male,5-14 years,0.0,40987.0
Maldives,2001,male,55-74 years,0.0,11895.0
Maldives,2001,male,75+ years,0.0,1566.0
Maldives,2002,female,15-24 years,1.0,33844.0
Maldives,2002,female,25-34 years,0.0,21420.0
Maldives,2002,female,35-54 years,0.0,23970.0
Maldives,2002,female,5-14 years,0.0,37872.0
Maldives,2002,female,55-74 years,0.0,10045.0
Maldives,2002,female,75+ years,0.0,1075.0
Maldives,2002,male,15-24 years,1.0,36435.0
Maldives,2002,male,25-34 years,0.0,21431.0
Maldives,2002,male,35-54 years,1.0,24087.0
Maldives,2002,male,5-14 years,0.0,40027.0
Maldives,2002,male,55-74 years,0.0,11868.0
Maldives,2002,male,75+ years,0.0,1673.0
Maldives,2003,female,15-24 years,0.0,35389.0
Maldives,2003,female,25-34 years,0.0,22136.0
Maldives,2003,female,35-54 years,1.0,25331.0
Maldives,2003,female,5-14 years,0.0,36749.0
Maldives,2003,female,55-74 years,0.0,10178.0
Maldives,2003,female,75+ years,0.0,1172.0
Maldives,2003,male,15-24 years,0.0,39360.0
Maldives,2003,male,25-34 years,0.0,23334.0
Maldives,2003,male,35-54 years,3.0,25926.0
Maldives,2003,male,5-14 years,0.0,38880.0
Maldives,2003,male,55-74 years,0.0,11874.0
Maldives,2003,male,75+ years,0.0,1781.0
Maldives,2004,female,15-24 years,0.0,36682.0
Maldives,2004,female,25-34 years,0.0,23017.0
Maldives,2004,female,35-54 years,1.0,26744.0
Maldives,2004,female,5-14 years,0.0,35553.0
Maldives,2004,female,55-74 years,0.0,10331.0
Maldives,2004,female,75+ years,0.0,1273.0
Maldives,2004,male,15-24 years,0.0,41834.0
Maldives,2004,male,25-34 years,0.0,25657.0
Maldives,2004,male,35-54 years,0.0,27988.0
Maldives,2004,male,5-14 years,0.0,37626.0
Maldives,2004,male,55-74 years,0.0,11921.0
Maldives,2004,male,75+ years,0.0,1900.0
Maldives,2005,female,15-24 years,0.0,37646.0
Maldives,2005,female,25-34 years,0.0,24094.0
Maldives,2005,female,35-54 years,0.0,28181.0
Maldives,2005,female,5-14 years,0.0,34367.0
Maldives,2005,female,55-74 years,0.0,10524.0
Maldives,2005,female,75+ years,0.0,1384.0
Maldives,2005,male,15-24 years,0.0,43696.0
Maldives,2005,male,25-34 years,0.0,28406.0
Maldives,2005,male,35-54 years,0.0,30244.0
Maldives,2005,male,5-14 years,1.0,36354.0
Maldives,2005,male,55-74 years,0.0,12007.0
Maldives,2005,male,75+ years,0.0,2033.0
Maldives,2007,female,15-24 years,1.0,39138.0
Maldives,2007,female,25-34 years,1.0,26539.0
Maldives,2007,female,35-54 years,0.0,30921.0
Maldives,2007,female,5-14 years,0.0,31970.0
Maldives,2007,female,55-74 years,0.0,10963.0
Maldives,2007,female,75+ years,0.0,1654.0
Maldives,2007,male,15-24 years,1.0,48015.0
Maldives,2007,male,25-34 years,2.0,33612.0
Maldives,2007,male,35-54 years,0.0,34278.0
Maldives,2007,male,5-14 years,0.0,33952.0
Maldives,2007,male,55-74 years,0.0,12063.0
Maldives,2007,male,75+ years,0.0,2431.0
Maldives,2008,female,15-24 years,0.0,39416.0
Maldives,2008,female,25-34 years,0.0,28020.0
Maldives,2008,female,35-54 years,0.0,32315.0
Maldives,2008,female,5-14 years,0.0,30881.0
Maldives,2008,female,55-74 years,0.0,11260.0
Maldives,2008,female,75+ years,0.0,1805.0
Maldives,2008,male,15-24 years,0.0,49380.0
Maldives,2008,male,25-34 years,0.0,36778.0
Maldives,2008,male,35-54 years,0.0,36569.0
Maldives,2008,male,5-14 years,0.0,32676.0
Maldives,2008,male,55-74 years,0.0,12185.0
Maldives,2008,male,75+ years,0.0,2639.0
Maldives,2010,female,15-24 years,0.0,39026.0
Maldives,2010,female,25-34 years,0.0,31331.0
Maldives,2010,female,35-54 years,0.0,35077.0
Maldives,2010,female,5-14 years,0.0,29203.0
Maldives,2010,female,55-74 years,0.0,12087.0
Maldives,2010,female,75+ years,0.0,2155.0
Maldives,2010,male,15-24 years,1.0,50279.0
